pickup_distance_km,time_difference_min,route_overlap_percent,detour_km,destination_compatibility,preference_compatible,match
1.21,17,50.28,3.4,0.22,0,0
3.03,26,64.0,1.1,0.91,0,0
3.11,15,50.86,3.7,0.37,1,0
2.08,15,52.86,3.39,0.86,1,0
3.22,23,85.03,3.05,0.78,0,0
3.69,12,26.02,3.73,0.49,0,0
1.67,27,50.15,2.06,0.92,0,0
0.8,28,36.96,0.25,0.26,1,1
0.71,23,64.97,3.45,0.7,0,0
3.87,13,68.11,1.76,0.51,1,0
0.33,16,4.72,2.06,0.72,1,0
1.44,11,80.17,2.38,0.72,1,1
0.12,22,6.6,0.36,0.14,0,0
4.48,1,28.89,2.52,0.12,0,0
4.83,28,93.22,0.48,0.91,1,1
4.62,6,84.75,3.7,0.35,0,0
2.94,0,35.66,2.99,0.17,1,0
2.26,19,0.54,3.64,0.92,0,0
2.68,1,96.05,1.73,0.13,0,1
4.68,5,7.59,3.31,0.67,1,0
4.19,10,21.29,0.55,0.31,0,0
2.89,24,78.84,3.04,0.11,0,0
1.38,5,76.05,0.29,0.01,1,1
2.67,26,84.72,0.88,0.49,0,1
3.74,13,41.4,3.08,0.49,0,0
0.41,7,87.24,3.55,0.52,1,1
2.93,12,21.95,3.25,0.69,1,0
4.15,26,91.57,0.5,0.87,1,1
3.0,21,98.97,3.95,0.96,0,0
3.71,11,1.51,1.65,0.65,1,0
1.09,8,57.13,1.2,0.3,1,1
2.21,7,86.62,0.88,0.2,0,1
3.22,2,90.13,2.93,0.73,0,1
4.9,9,59.33,2.34,0.73,1,0
1.49,26,15.42,3.94,0.83,1,0
2.99,18,40.27,3.66,1.0,0,0
3.09,28,87.86,1.81,0.69,0,0
2.23,18,59.25,3.7,0.22,0,0
0.99,12,31.68,3.43,0.84,1,0
2.34,4,87.95,3.11,0.68,0,1
4.34,24,44.69,3.72,0.58,1,0
1.46,6,40.94,1.59,0.68,1,0
1.77,0,67.43,3.1,0.62,1,0
0.75,29,64.94,3.78,0.02,0,0
0.27,21,78.68,1.66,0.52,0,1
2.56,3,20.3,0.97,0.91,0,0
0.31,9,48.15,1.93,0.62,1,1
4.36,16,15.87,2.44,0.43,1,0
1.75,6,31.18,3.37,0.64,1,0
1.06,15,75.68,3.67,0.05,0,0
4.76,8,42.21,2.52,0.32,0,0
3.35,1,74.88,0.42,0.03,1,1
3.78,24,28.51,3.29,0.82,1,0
4.9,13,43.57,0.51,0.58,1,0
1.8,26,4.84,1.34,0.2,1,0
4.17,20,82.57,2.6,0.43,0,0
4.33,4,76.9,3.93,0.09,0,0
0.89,14,50.94,2.27,0.77,1,1
1.21,1,61.27,2.75,0.11,1,1
2.14,13,36.21,0.21,0.5,1,1
3.13,16,53.5,1.06,0.4,1,0
1.23,4,31.81,3.63,0.86,0,0
3.68,2,38.14,0.28,0.31,0,1
2.68,3,65.57,0.66,0.52,0,1
0.69,23,46.09,2.91,0.61,1,0
4.07,18,24.46,3.62,0.08,0,0
1.1,30,24.71,2.37,0.95,1,0
3.42,22,83.9,1.36,0.73,1,1
3.74,15,52.5,0.85,0.52,0,0
1.51,4,86.66,2.64,0.28,0,1
4.81,23,41.19,0.41,0.12,0,0
0.66,2,14.69,0.54,0.55,1,0
4.53,10,89.11,0.86,0.51,0,1
3.13,12,3.82,3.11,0.35,1,0
2.87,2,36.93,3.15,0.98,0,0
4.26,17,23.57,2.05,0.39,1,0
0.23,30,25.17,3.03,0.17,0,0
2.64,8,47.28,3.23,0.75,0,0
4.03,4,56.74,1.35,0.84,0,1
0.38,23,52.24,2.25,0.89,1,1
3.54,24,20.49,0.2,0.38,1,0
4.57,20,61.09,0.75,0.42,0,0
4.18,25,21.75,3.95,0.85,0,0
0.72,3,96.93,1.54,0.12,0,1
1.49,13,58.37,1.53,0.44,0,0
0.29,21,21.59,1.07,0.47,0,0
3.74,30,59.36,1.4,0.12,1,0
3.32,10,37.64,1.51,0.92,1,0
0.64,28,60.93,1.08,0.29,1,1
2.13,16,51.25,1.28,0.82,1,1
3.48,21,56.71,2.96,0.14,1,0
3.55,28,16.7,3.47,0.88,1,0
1.46,30,39.74,1.17,0.74,1,0
4.63,19,65.47,1.63,0.51,0,0
0.76,15,35.13,2.91,0.41,0,0
2.21,15,11.32,3.08,0.33,0,0
2.41,24,1.21,1.03,0.31,0,0
2.4,11,50.48,0.91,0.74,1,1
3.48,8,46.24,3.34,0.99,1,0
0.99,29,77.91,1.47,0.71,0,1
0.57,25,58.43,2.04,0.7,1,1
1.06,3,5.25,2.09,0.51,1,0
4.73,3,70.4,3.22,0.9,0,1
2.69,25,32.83,2.39,0.0,1,0
1.06,20,90.74,3.56,0.83,0,1
4.33,13,93.25,1.44,0.09,1,1
0.37,0,99.49,3.05,0.97,1,1
3.83,15,32.74,3.11,0.77,1,0
0.74,14,41.16,3.66,0.14,0,0
2.45,26,77.41,2.44,0.33,0,0
0.73,24,49.79,0.34,0.98,0,1
4.45,11,98.87,2.08,0.07,0,0
4.53,0,40.12,3.19,0.57,1,0
2.42,28,22.0,1.49,0.92,0,0
3.88,6,19.2,2.13,0.04,0,0
2.06,15,6.23,3.4,0.14,0,0
3.76,17,81.99,0.8,0.05,0,1
2.6,19,8.48,0.27,0.81,1,0
0.7,16,55.34,3.64,0.28,1,0
0.79,2,91.13,1.23,0.02,1,1
0.54,12,19.19,0.64,0.08,1,0
3.32,27,8.02,2.66,0.46,1,0
1.07,17,72.12,0.59,0.88,0,1
2.39,8,49.38,3.17,0.67,0,0
4.83,18,77.85,2.14,0.05,0,0
0.11,30,98.96,1.12,0.49,1,1
1.0,29,33.04,3.18,0.8,0,0
1.97,19,77.48,1.0,0.57,1,1
0.16,26,87.73,3.36,0.31,1,1
0.26,17,66.19,0.33,0.56,0,1
1.02,18,32.01,0.64,0.15,0,0
2.42,11,58.14,2.65,0.24,1,0
4.07,7,16.97,3.9,0.16,0,0
4.21,14,91.47,2.62,0.98,0,0
4.98,23,69.34,2.46,0.82,1,0
4.88,3,73.03,3.89,0.89,0,1
1.18,19,14.32,1.47,0.67,1,0
4.22,23,55.25,3.75,0.27,1,0
1.8,15,19.33,2.93,0.04,1,0
4.75,25,74.02,2.66,0.78,0,0
4.08,0,72.73,2.32,0.65,0,1
4.9,20,14.96,3.92,0.1,0,0
1.82,3,46.51,2.05,0.32,0,0
0.93,9,94.52,2.36,0.35,1,1
4.04,29,82.88,2.67,0.86,0,0
3.86,30,7.49,2.04,0.16,1,0
0.29,6,58.92,1.54,0.82,0,1
4.57,16,81.1,0.79,0.85,0,1
4.34,28,0.66,3.25,0.93,0,0
4.51,24,91.2,1.11,0.62,0,0
2.59,3,34.37,2.53,0.41,0,0
3.66,1,98.86,2.09,0.44,0,1
1.13,15,20.96,2.95,0.17,1,0
4.64,30,55.44,1.76,0.27,1,0
3.65,9,20.71,0.97,0.41,1,0
1.33,17,80.53,3.33,0.41,1,1
2.1,6,13.47,2.7,0.39,0,0
4.9,4,86.4,1.82,0.83,1,1
0.78,12,60.19,2.02,0.22,1,0
3.64,28,84.49,3.93,0.36,1,0
4.57,26,18.13,3.0,0.09,0,0
0.19,14,99.02,3.49,0.62,0,1
3.33,26,32.63,3.03,0.48,0,0
4.83,8,43.85,0.37,0.36,1,0
2.56,14,81.71,1.21,0.36,1,1
2.57,25,62.93,0.94,0.46,0,0
1.1,10,62.8,2.73,0.78,1,1
0.19,6,54.62,3.72,0.41,0,1
3.93,28,30.75,1.15,0.91,0,0
4.7,11,53.49,1.14,0.67,0,0
1.13,19,64.76,3.58,0.77,0,0
2.96,11,49.62,3.94,0.12,0,0
2.49,24,16.12,3.32,0.85,1,0
0.28,18,60.6,3.39,0.74,1,1
0.87,7,56.67,3.76,0.11,1,0
2.19,1,81.7,1.4,0.85,1,1
4.36,14,77.68,0.82,0.8,0,1
4.15,2,20.74,2.74,0.08,0,0
0.11,29,55.26,1.53,0.68,0,1
2.91,25,11.81,1.53,0.38,0,0
0.74,13,56.05,0.34,0.06,1,1
0.78,2,41.62,1.78,0.5,0,0
3.59,19,46.89,3.36,0.15,0,0
1.84,15,27.87,1.73,0.29,0,0
4.35,26,14.59,1.78,0.63,0,0
2.02,6,79.94,2.98,0.35,0,0
0.19,11,22.85,0.31,0.79,1,1
1.38,12,14.88,2.34,0.08,0,0
3.34,4,22.64,3.16,0.13,0,0
2.4,15,37.09,2.03,0.93,1,0
2.15,28,20.19,0.12,0.76,1,0
0.37,14,85.69,0.43,0.9,0,1
4.86,6,3.73,1.7,0.9,0,0
2.95,2,99.52,1.29,0.49,0,1
3.07,10,21.95,0.27,0.75,0,0
4.78,18,65.38,0.77,0.45,1,0
4.33,28,71.49,0.63,0.22,0,0
0.19,22,99.1,0.63,0.18,1,1
2.23,10,18.5,3.96,0.51,0,0
3.47,22,57.72,3.41,0.95,0,0
2.52,20,13.42,3.54,0.26,1,0
2.62,27,70.88,3.67,0.65,1,0
3.93,29,44.57,0.73,0.08,1,0
0.9,30,9.54,1.22,0.9,1,0
1.54,27,55.26,1.47,0.53,1,0
0.54,2,75.56,0.54,0.86,1,1
1.11,18,56.61,1.48,0.01,0,1
4.0,8,86.47,0.15,0.77,0,1
0.39,13,77.85,3.5,0.28,0,1
4.51,10,24.56,0.65,0.37,1,0
3.14,17,92.79,2.81,0.19,1,0
3.79,11,56.33,3.53,0.23,0,0
3.44,17,30.65,1.24,0.99,1,0
3.38,22,84.35,3.14,0.4,0,0
3.73,28,61.55,3.0,0.65,0,0
1.65,15,32.67,1.53,0.69,0,0
4.4,17,88.8,2.87,0.96,0,0
2.19,11,3.52,3.3,0.64,1,0
2.71,0,41.91,3.8,0.46,0,0
2.48,26,40.66,1.97,0.57,1,0
1.23,26,36.11,3.07,0.29,0,0
3.37,7,29.75,0.66,0.78,1,0
4.69,18,1.1,0.75,0.37,1,0
0.46,18,95.01,2.55,0.69,0,1
2.99,2,75.98,3.8,0.07,1,1
2.03,29,20.07,1.4,0.88,1,0
4.25,13,99.91,1.45,0.99,0,1
4.81,27,14.13,1.0,0.78,1,0
2.21,26,28.42,3.66,0.33,0,0
1.1,14,43.46,0.43,0.56,0,1
2.08,0,24.8,0.27,0.34,0,0
0.44,13,12.48,1.37,0.81,0,0
2.74,26,27.38,2.83,0.77,0,0
1.8,10,94.7,0.13,0.8,1,1
0.6,14,0.01,0.97,0.68,1,0
2.81,23,56.7,2.27,0.52,0,0
4.85,12,96.06,3.08,0.16,0,0
0.44,15,5.3,0.85,0.31,0,0
2.64,21,5.79,3.62,0.41,0,0
2.77,12,64.54,2.01,0.4,0,0
3.72,19,58.84,2.85,0.27,0,0
4.27,11,73.91,1.94,0.3,1,0
1.38,21,50.66,1.02,0.78,1,1
0.55,28,57.32,3.91,0.15,1,0
4.83,7,2.5,0.4,0.97,0,0
1.62,26,41.48,0.67,0.92,1,0
1.04,7,99.13,1.65,0.61,0,1
2.34,27,89.18,3.43,0.63,0,0
0.32,18,73.23,2.85,0.46,1,1
0.7,29,14.71,2.66,0.52,1,0
3.52,28,70.44,1.94,0.6,0,0
0.5,24,20.04,1.01,0.06,1,0
2.17,6,98.74,0.99,0.25,1,1
0.47,8,23.13,1.85,0.69,1,0
4.72,27,20.47,0.54,0.34,0,0
2.8,5,52.38,1.1,0.86,0,1
0.14,22,13.09,2.27,0.71,1,0
2.08,9,77.54,2.6,0.17,0,0
3.13,12,52.56,3.0,0.63,1,0
1.5,1,47.39,0.67,0.82,0,1
0.29,8,37.96,3.12,0.11,0,0
1.98,27,72.04,2.68,0.96,0,0
3.77,3,20.73,0.7,0.17,0,0
4.56,15,79.73,2.75,0.43,0,0
0.35,17,89.51,3.64,0.61,0,1
0.83,26,53.16,1.94,0.2,1,0
0.7,6,78.16,3.67,0.55,1,1
2.41,19,73.58,1.16,0.93,0,1
3.04,6,77.82,3.06,0.5,1,0
0.66,9,5.78,0.22,0.37,1,1
1.75,24,57.93,1.97,0.8,0,0
0.42,3,4.19,3.9,0.96,0,0
2.22,16,55.15,1.21,0.65,0,0
4.41,24,8.46,1.27,0.72,1,0
3.19,0,88.5,0.57,0.5,0,1
4.69,4,4.43,1.06,0.48,0,0
3.57,20,12.38,3.57,0.26,1,0
3.53,18,55.25,0.86,0.1,0,0
0.74,2,71.7,2.89,0.95,1,1
3.22,27,46.7,3.37,0.2,1,0
1.83,10,74.7,0.3,0.4,0,1
3.51,3,88.07,1.51,0.0,1,1
2.72,2,49.85,3.93,0.71,0,0
0.99,11,76.62,1.88,0.59,1,1
3.54,16,47.89,1.12,0.29,0,0
1.54,26,13.57,0.87,0.69,1,0
4.81,30,35.81,2.63,0.88,0,0
2.69,7,58.33,0.96,0.85,1,1
0.66,19,15.15,2.36,0.7,1,0
1.84,18,12.87,1.78,0.12,0,0
2.19,27,84.61,2.52,0.22,1,0
2.41,8,31.92,1.81,0.68,1,0
3.91,13,62.06,3.64,0.83,1,0
0.49,4,78.54,2.52,0.33,0,1
3.43,9,14.24,0.7,0.03,1,0
3.71,13,61.09,1.73,0.62,0,0
3.96,23,61.45,2.47,0.67,1,0
3.17,23,56.87,1.13,0.39,0,0
1.72,20,43.44,0.41,0.33,1,0
0.88,15,67.28,0.48,0.18,0,1
3.86,26,40.58,2.34,0.02,1,0
0.57,1,76.99,0.79,0.57,0,1
1.64,28,58.31,2.84,1.0,0,0
3.17,9,49.69,1.01,0.3,1,0
4.96,17,7.27,2.36,0.25,1,0
2.77,1,60.96,3.52,0.33,1,0
1.87,17,76.86,2.74,0.57,0,0
2.05,13,81.63,3.24,0.15,1,0
3.62,14,42.72,0.49,0.31,1,0
3.76,2,15.27,2.67,0.64,1,0
1.44,15,26.85,3.21,0.42,1,0
3.57,23,94.73,0.38,0.78,1,1
0.18,22,9.13,2.58,0.34,1,0
1.43,19,99.59,3.74,0.45,1,1
3.1,10,59.71,3.43,0.96,1,0
2.18,20,82.18,0.25,0.01,0,1
1.79,24,96.89,1.08,0.01,0,1
1.99,22,65.56,0.39,0.08,1,1
1.91,17,31.88,1.37,0.34,0,0
2.85,5,83.18,3.07,0.58,0,1
4.93,27,38.79,2.64,0.5,0,0
3.41,25,65.42,3.8,0.24,1,0
0.42,9,91.77,0.9,0.38,0,1
0.43,16,27.04,1.25,0.81,0,0
0.34,24,93.91,1.97,0.95,1,1
1.7,26,50.92,1.84,0.87,1,0
3.58,29,74.48,1.75,0.02,1,0
0.34,8,8.12,2.18,0.67,0,0
1.57,14,79.34,3.69,0.15,0,0
1.84,0,87.22,0.86,0.26,0,1
2.7,18,85.18,2.46,0.92,0,1
1.72,10,37.64,0.18,0.78,0,1
3.13,23,46.53,3.06,0.56,1,0
2.54,10,18.27,1.32,0.71,0,0
0.48,10,63.99,2.7,0.54,1,1
4.4,26,29.13,0.19,0.6,1,0
0.92,3,1.99,2.25,0.01,1,0
0.25,18,26.81,3.38,0.58,0,0
1.66,9,99.72,1.56,0.67,0,1
0.3,28,33.0,1.9,0.82,1,0
4.53,9,12.83,1.63,0.99,0,0
2.98,23,86.95,3.32,0.11,0,0
3.37,29,39.67,0.32,0.82,0,0
3.94,29,68.9,2.47,0.8,1,0
0.82,25,24.65,0.27,0.62,0,0
0.67,14,64.71,1.52,0.86,0,1
4.85,5,12.94,0.76,0.59,0,0
2.93,9,27.01,1.69,0.38,1,0
1.1,27,49.57,1.64,0.64,0,0
1.9,26,91.65,2.04,0.61,1,1
2.28,27,1.72,3.87,0.45,1,0
0.31,9,5.31,2.67,0.77,0,0
2.65,18,41.13,3.21,0.31,1,0
2.94,8,60.02,0.25,0.71,0,1
1.27,30,19.78,2.23,0.77,1,0
1.56,8,76.86,1.4,0.71,0,1
4.03,26,42.42,1.22,0.63,1,0
2.35,25,92.06,0.64,0.4,0,1
3.47,24,8.73,3.92,0.93,0,0
2.84,20,23.88,1.1,0.88,0,0
1.27,2,91.96,2.02,0.21,1,1
3.64,17,62.92,2.38,0.24,0,0
0.88,14,98.83,3.25,0.12,0,0
0.7,26,87.23,3.64,0.37,1,0
3.37,20,42.02,2.7,0.47,1,0
2.68,19,93.67,0.38,0.37,0,1
0.28,3,58.22,3.44,0.02,0,1
2.18,23,5.56,3.87,0.45,0,0
4.02,23,29.57,0.89,0.54,1,0
1.45,24,15.35,1.41,0.76,0,0
1.48,0,67.44,0.91,0.07,1,1
1.32,8,73.18,3.42,0.18,1,1
0.83,25,21.03,1.69,0.17,1,0
4.93,0,40.96,2.97,0.58,0,0
2.65,16,71.34,2.79,0.25,0,0
3.72,15,34.0,0.68,0.41,1,0
1.56,5,27.88,1.74,0.56,1,0
4.28,25,76.89,0.41,0.29,0,1
4.46,14,17.57,2.35,0.61,1,0
3.45,18,91.66,1.36,0.87,0,1
2.02,22,80.24,3.52,0.23,0,0
4.22,18,54.02,0.53,0.08,0,0
2.87,1,55.08,1.48,0.34,1,1
3.21,2,46.16,1.44,0.2,0,0
3.46,24,24.91,0.27,0.86,1,0
0.23,26,54.36,2.65,0.59,1,0
2.85,19,55.81,1.73,0.0,0,0
3.0,13,18.37,2.79,0.0,1,0
2.85,9,36.62,1.21,0.2,0,0
3.68,0,65.74,0.85,0.34,0,1
4.83,4,37.22,1.56,0.8,1,0
0.33,8,98.2,0.95,0.87,1,1
2.86,1,24.51,2.23,0.08,0,0
4.51,2,13.56,3.01,0.07,0,0
0.33,5,94.14,1.25,0.3,0,1
4.32,25,6.11,0.58,0.6,0,0
0.44,17,50.12,1.22,0.39,0,1
1.62,26,86.99,0.92,0.87,0,1
3.53,29,4.43,0.97,0.11,1,0
2.98,20,27.05,0.55,0.63,0,0
0.78,14,73.85,0.98,0.35,0,1
0.12,27,16.16,0.26,0.17,0,0
1.25,28,34.73,3.56,0.02,0,0
1.03,18,27.02,0.23,0.87,0,0
0.42,30,12.81,1.21,0.98,0,0
4.73,18,80.94,3.72,1.0,0,0
4.8,21,2.85,3.54,0.98,0,0
3.78,16,97.43,1.05,0.66,1,1
3.08,21,88.0,0.34,0.09,1,1
4.8,4,57.47,2.21,0.83,0,1
3.88,14,25.71,0.49,0.75,0,0
4.0,11,95.57,2.74,0.14,0,0
0.9,4,41.1,0.16,0.45,1,1
3.08,23,35.99,0.52,0.33,1,0
1.42,13,35.61,1.24,0.67,1,0
0.68,0,37.49,0.52,0.3,0,1
3.83,22,29.43,1.38,0.55,1,0
2.47,3,91.11,2.96,0.58,0,1
4.67,27,22.02,3.16,0.98,1,0
4.89,20,23.47,1.45,0.85,0,0
1.41,3,0.28,0.6,0.98,1,1
0.93,15,39.3,1.88,0.39,1,0
2.66,13,54.37,0.66,0.78,1,1
4.98,24,89.29,2.34,0.04,0,0
2.04,23,44.27,1.35,0.7,1,0
2.07,28,46.3,3.37,0.56,1,0
4.15,3,77.63,1.37,0.2,0,1
2.68,8,56.04,2.42,0.83,1,1
3.46,28,1.47,2.19,0.1,1,0
4.81,29,65.45,2.8,0.01,0,0
3.82,18,83.94,1.43,0.63,0,1
4.04,19,70.31,2.03,0.69,1,1
0.57,6,59.5,2.5,0.93,0,1
2.21,30,65.37,3.36,0.87,0,0
3.28,8,16.82,2.68,0.12,1,0
1.6,13,32.59,3.2,0.74,1,0
1.3,4,4.82,3.81,0.22,1,0
4.88,28,11.35,3.63,0.22,1,0
4.92,10,99.79,2.53,0.01,0,0
1.19,21,31.72,2.48,0.88,0,0
1.94,13,51.05,3.14,0.34,1,0
3.22,24,65.99,0.81,0.43,1,0
1.28,30,93.15,2.37,0.09,0,1
2.97,6,25.41,3.15,0.87,0,0
3.47,15,36.24,1.06,0.47,0,0
0.61,12,12.11,0.98,0.09,0,0
0.68,27,88.61,2.79,0.71,1,1
1.44,10,29.51,0.19,0.46,0,0
3.31,20,90.09,1.95,0.91,1,1
1.07,3,5.83,3.05,0.24,0,0
4.81,11,32.74,0.36,0.58,0,0
1.23,30,44.46,2.39,0.77,1,0
1.41,22,48.97,2.9,0.84,0,0
2.16,16,60.28,3.67,0.61,0,0
4.81,15,0.44,0.97,0.65,0,0
4.89,22,82.25,1.62,0.44,1,0
1.35,11,34.91,1.97,0.38,1,0
4.15,21,51.03,2.5,0.46,0,0
4.52,8,40.35,3.79,0.27,1,0
4.19,13,41.53,3.96,0.99,1,0
0.29,3,88.22,0.82,0.69,0,1
3.27,21,82.21,3.82,0.78,0,0
2.46,20,97.43,1.38,0.03,1,1
2.78,9,90.06,3.52,0.33,0,0
4.22,11,54.61,1.48,0.53,0,0
2.89,5,77.15,2.57,0.91,0,1
2.42,10,81.35,1.22,0.72,0,1
3.1,13,32.68,0.85,0.86,0,0
3.59,27,15.88,1.78,0.55,0,0
4.92,23,41.3,2.02,0.85,1,0
4.25,23,38.11,0.32,0.4,1,0
2.28,10,60.98,3.34,0.73,1,0
4.4,6,90.85,2.78,0.85,0,0
3.09,22,67.75,1.45,0.47,0,0
3.29,13,80.27,3.86,0.33,1,0
0.79,28,58.99,1.62,0.05,0,0
1.8,27,37.81,0.18,0.92,0,0
0.44,6,66.89,1.36,0.41,1,1
2.32,20,27.81,2.93,0.49,0,0
3.38,22,97.78,0.65,0.07,1,0
2.12,29,27.82,0.7,0.25,1,0
0.19,30,23.99,2.76,0.75,0,0
3.25,6,67.87,3.73,0.8,0,0
1.48,0,86.69,3.83,0.97,1,1
2.82,15,5.4,0.76,0.19,1,0
4.1,13,2.78,3.98,0.53,0,0
1.99,28,93.63,0.18,0.91,0,1
0.84,2,93.36,2.53,0.9,1,1
0.16,15,52.42,3.8,0.31,1,0
2.3,14,5.75,3.47,0.16,0,0
4.21,29,72.78,1.77,0.1,0,0
4.2,25,78.33,2.99,0.49,1,0
2.17,6,10.29,3.28,0.88,1,0
3.63,20,48.01,0.96,0.35,1,0
1.58,18,8.82,1.24,0.71,1,0
4.68,17,76.9,1.14,0.86,0,1
2.62,9,87.27,3.99,0.74,0,1
4.58,8,23.03,3.72,0.98,0,0
1.08,6,40.85,3.55,0.17,1,0
3.5,23,13.91,2.51,0.73,0,0
3.44,25,13.37,1.95,0.16,0,0
1.81,27,21.4,1.03,0.32,1,0
0.35,6,47.65,0.44,0.94,1,1
0.74,25,67.27,0.64,0.13,0,0
2.23,10,68.04,3.08,0.59,1,0
1.58,29,4.7,1.18,0.85,0,0
4.48,2,87.7,1.84,1.0,0,1
1.44,20,60.15,2.79,0.06,0,0
4.66,24,42.92,1.72,0.98,0,0
1.3,1,8.32,2.3,0.38,0,0
0.5,9,46.21,3.39,0.98,0,0
4.0,13,70.55,1.14,0.66,0,1
3.48,18,92.67,3.66,0.09,0,0
0.19,1,69.58,2.79,0.02,1,1
1.02,29,8.26,1.04,0.99,1,0
0.87,5,29.71,3.18,0.27,1,0
4.35,6,94.01,0.97,0.6,0,1
3.43,18,1.65,2.01,0.22,0,0
2.62,15,95.76,0.74,0.36,1,1
2.19,8,51.18,2.41,0.24,1,0
3.23,28,95.19,3.25,0.57,1,0
1.23,22,36.08,3.3,0.46,1,0
2.3,4,21.37,2.13,0.37,0,0
3.07,16,35.18,1.4,0.6,0,0
1.08,21,60.18,3.2,0.12,1,0
4.83,22,53.23,0.52,0.31,1,0
1.29,19,28.18,0.74,0.43,1,0
4.91,11,60.44,3.04,0.03,0,0
0.36,27,23.09,2.41,0.15,0,0
1.56,27,19.48,3.62,0.8,0,0
2.28,25,11.68,2.93,0.57,0,0
1.97,18,11.26,3.09,0.49,1,0
3.08,3,71.56,2.93,0.7,1,1
4.9,13,89.67,1.66,0.41,0,0
3.72,16,90.71,0.29,0.23,0,1
4.44,3,14.43,3.57,0.3,0,0
4.97,28,99.36,1.63,0.61,1,0
3.95,28,78.05,2.26,0.42,0,0
1.38,28,61.77,3.51,0.35,0,0
0.26,8,52.1,0.91,0.26,1,1
2.22,11,68.01,2.75,0.86,0,0
3.86,23,10.73,1.22,0.63,1,0
1.76,23,30.1,2.76,0.45,1,0
2.19,19,38.25,1.9,0.78,1,0
3.14,15,31.01,3.3,0.93,0,0
4.12,5,13.57,2.4,0.54,0,0
1.68,10,1.44,1.44,0.15,1,0
3.92,19,76.6,2.26,0.79,0,1
2.77,22,34.1,2.83,0.96,0,0
1.69,24,69.79,0.91,0.86,0,0
2.04,21,4.03,1.95,0.25,1,0
1.21,2,70.46,3.22,0.7,1,1
3.43,12,72.8,2.12,0.08,1,0
1.15,20,50.49,3.81,0.69,1,0
4.51,22,74.78,3.89,0.94,0,0
3.25,20,57.05,3.93,0.64,1,0
3.8,8,66.65,0.91,0.23,1,0
3.72,29,73.95,1.03,0.71,0,1
2.91,21,15.58,2.25,0.75,0,0
3.43,3,3.62,3.12,0.2,0,0
2.88,10,7.79,3.7,0.5,0,0
1.43,24,97.89,1.26,0.46,1,1
3.28,28,57.21,1.25,0.97,0,0
1.67,29,61.74,2.37,0.42,1,0
2.64,10,10.2,1.12,0.13,0,0
1.91,1,78.19,2.58,0.89,1,1
2.73,3,39.62,3.7,0.03,0,0
2.21,7,76.34,1.71,0.24,0,1
0.11,28,78.02,2.48,0.8,0,1
2.03,16,7.2,3.22,0.96,1,0
2.02,23,17.27,3.72,0.95,1,0
4.22,12,85.3,3.82,0.18,1,0
2.03,15,3.92,2.54,0.73,0,0
2.54,23,91.78,1.09,0.19,1,1
3.6,22,28.58,3.27,0.82,1,0
2.61,15,32.59,0.19,0.39,1,0
4.93,17,91.89,1.57,0.44,1,0
4.93,4,17.93,0.41,0.55,1,0
4.56,15,1.59,3.39,0.28,0,0
3.04,30,90.46,3.39,0.57,0,0
4.72,20,87.94,2.15,0.16,0,0
0.94,10,78.37,3.38,0.09,0,1
3.76,15,24.4,3.83,0.28,0,0
2.71,16,69.88,3.74,0.4,1,0
0.57,13,29.25,2.62,0.33,0,0
4.61,6,11.71,0.83,0.02,0,0
4.15,21,12.46,3.3,0.66,0,0
1.56,27,78.03,0.38,0.6,0,1
2.58,7,37.05,3.05,0.91,1,0
3.0,17,62.51,2.09,0.87,0,0
0.46,11,72.15,1.62,0.72,0,1
1.45,26,60.92,2.08,0.29,0,0
0.56,21,34.38,2.48,0.2,1,0
2.17,27,71.59,2.33,0.64,0,0
4.54,19,10.0,3.38,0.2,1,0
2.97,30,58.57,2.92,0.18,0,0
4.81,6,58.85,2.46,0.78,0,0
4.86,18,86.97,1.93,0.05,1,0
0.96,0,22.62,3.63,0.56,1,0
3.23,30,13.46,3.35,0.96,1,0
3.31,14,12.2,1.04,0.57,1,0
4.96,23,37.24,0.95,0.26,0,0
4.73,25,80.69,0.73,0.6,1,1
1.59,30,63.42,3.34,0.49,1,0
2.0,3,49.4,2.62,0.11,0,0
4.0,9,91.69,3.2,0.99,1,1
4.29,10,15.07,2.38,0.63,0,0
3.23,5,68.99,2.22,0.55,1,1
2.23,22,57.49,2.18,0.42,1,0
4.21,0,92.31,2.19,0.6,0,1
1.02,27,32.12,2.4,0.99,1,0
3.22,15,51.45,3.15,0.04,1,0
3.06,28,4.0,0.21,0.35,0,0
2.15,9,7.43,2.63,0.83,0,0
0.98,20,95.31,1.38,0.01,1,1
3.42,18,1.25,1.85,0.92,1,0
0.23,20,47.73,1.4,0.88,0,1
2.81,0,12.86,2.38,0.39,1,0
3.01,7,77.04,2.63,0.2,0,0
0.49,26,92.54,1.08,0.68,0,1
1.87,2,59.06,0.52,0.36,1,1
1.65,20,52.4,2.71,0.31,0,0
3.37,14,59.62,0.71,0.62,1,0
0.17,1,97.8,3.4,0.41,0,1
4.59,11,27.44,1.15,0.36,1,0
1.49,27,57.3,0.28,0.71,1,1
3.69,21,99.47,1.5,0.04,1,0
4.02,12,74.2,3.63,0.7,0,0
4.51,4,2.18,1.93,0.97,1,0
4.09,14,60.72,2.25,0.63,0,0
0.17,26,65.86,0.36,0.31,0,1
2.63,24,62.77,2.96,0.55,0,0
1.52,27,43.0,1.23,0.61,0,0
0.99,19,51.51,2.05,0.87,1,1
